neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights
51,14,0,6,2.0,3.0,6.0,3,4708.0,6227.0,1,0.0,2
47,1,0,3,1.0,1.0,2.0,3,7992.0,6500.0,2,2000.0,1
47,1,0,3,1.0,1.0,2.0,3,7992.0,6500.0,2,2000.0,1
47,1,0,3,1.0,1.0,2.0,3,7992.0,6500.0,2,2000.0,1
45,1,0,5,1.5,2.0,3.0,3,9962.0,7000.0,4,1500.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,1.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
43,14,2,2,2.0,1.0,2.0,3,5036.0,2500.0,2,0.0,1
46,1,0,4,1.0,1.0,2.0,3,8977.0,6000.0,2,2000.0,1
20,1,0,5,1.0,0.0,5.0,3,29997.0,7130.0,3,1500.0,1
29,1,0,7,2.0,2.0,7.0,3,20034.0,10000.0,2,2800.0,1
29,1,0,7,1.5,2.0,5.0,3,17954.0,10000.0,2,2800.0,1
19,1,0,4,1.0,1.0,3.0,3,6021.0,5499.0,3,1499.0,3
5,12,1,1,2.0,1.0,1.0,3,1971.0,0.0,1,0.0,1
44,11,2,2,1.0,1.0,2.0,3,8649.0,0.0,1,0.0,1
7,11,2,3,1.0,1.0,2.0,3,2846.0,980.0,1,2400.0,1
5,12,1,1,2.0,1.0,1.0,3,1971.0,0.0,1,0.0,1
26,1,0,2,1.0,1.0,1.0,3,2518.0,3500.0,1,1000.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
49,1,0,3,1.0,0.0,2.0,3,13028.0,6000.0,2,1750.0,1
51,7,0,5,1.0,1.0,5.0,3,9962.0,7000.0,5,0.0,1
46,1,0,4,1.0,1.0,2.0,3,5036.0,0.0,2,2000.0,2
51,1,0,9,1.0,3.0,4.0,3,14998.0,11700.0,4,1500.0,2
49,7,0,10,1.0,3.0,6.0,3,26275.0,9000.0,4,3000.0,2
43,1,0,6,1.0,1.0,4.0,3,7554.0,5000.0,2,1000.0,1
8,1,0,8,1.0,3.0,8.0,3,9853.0,0.0,2,1000.0,2
8,1,0,8,1.0,3.0,8.0,3,9853.0,0.0,2,1000.0,2
8,1,0,8,1.0,3.0,8.0,3,9853.0,0.0,2,1000.0,2
8,1,0,8,1.0,3.0,8.0,3,9853.0,0.0,2,1000.0,2
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,6,1.0,1.0,3.0,3,25180.0,0.0,1,0.0,1
47,19,2,6,1.0,1.0,3.0,3,25180.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,2.0,3,17954.0,0.0,1,0.0,1
47,19,2,6,1.0,1.0,3.0,3,25180.0,0.0,1,0.0,1
8,1,0,6,1.0,2.0,6.0,3,9853.0,0.0,2,1000.0,2
7,11,2,3,1.0,1.0,2.0,3,2846.0,980.0,1,2400.0,1
8,1,0,6,1.0,2.0,6.0,3,9853.0,0.0,2,1000.0,2
49,1,0,7,1.0,2.0,7.0,3,32843.0,8758.0,6,1642.0,2
44,1,0,2,1.0,1.0,1.0,3,5474.0,4000.0,1,2000.0,1
49,14,2,7,1.0,2.0,3.0,3,14670.0,7500.0,4,1500.0,2
49,1,0,5,1.0,1.0,3.0,3,12042.0,5500.0,2,2500.0,2
45,14,0,9,1.0,3.0,6.0,3,28902.0,7500.0,6,1800.0,1
44,15,2,5,1.0,2.0,3.0,3,14013.0,0.0,2,5000.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
18,1,0,5,1.0,1.0,5.0,3,4598.0,4379.0,4,1642.0,3
49,19,2,2,1.0,1.0,2.0,3,9962.0,0.0,1,0.0,1
49,19,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,2,1.0,1.0,2.0,3,11824.0,0.0,1,0.0,1
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,13,1,3,1.0,0.0,2.0,3,6131.0,6000.0,2,800.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5255.0,6000.0,1,0.0,3
41,1,0,3,1.0,0.0,2.0,3,5583.0,6000.0,2,800.0,3
49,19,2,2,1.0,1.0,1.0,3,8977.0,0.0,1,0.0,1
49,19,2,5,1.0,1.0,3.0,3,20034.0,0.0,1,0.0,1
49,19,2,3,1.0,1.0,2.0,3,11167.0,0.0,1,0.0,1
49,19,2,2,1.0,1.0,2.0,3,9962.0,0.0,1,0.0,1
49,19,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,19,2,2,1.0,1.0,2.0,3,11824.0,0.0,1,0.0,1
49,19,2,4,0.5,1.0,4.0,3,15984.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
49,18,0,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
49,18,2,3,1.0,1.0,3.0,3,14998.0,0.0,1,0.0,1
29,7,0,5,2.0,2.0,4.0,3,30982.0,5000.0,3,6000.0,3
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
29,1,0,4,1.0,1.0,3.0,3,15327.0,2000.0,2,4500.0,2
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
49,18,2,4,1.0,1.0,2.0,3,16750.0,0.0,1,0.0,1
46,1,0,2,1.0,0.0,1.0,3,9962.0,3500.0,1,1080.0,1
29,7,0,4,1.0,1.0,3.0,3,13794.0,2000.0,2,4000.0,2
3,1,0,6,1.5,2.0,5.0,3,20034.0,9500.0,2,4000.0,1
4,1,0,6,1.0,2.0,5.0,3,19925.0,9000.0,4,3000.0,2
45,2,0,2,1.5,1.0,2.0,3,8539.0,0.0,1,0.0,1
45,2,0,2,1.5,1.0,2.0,3,8539.0,0.0,1,0.0,1
45,2,0,2,1.5,1.0,2.0,3,8539.0,0.0,1,0.0,1
45,2,2,3,1.5,2.0,2.0,3,8539.0,0.0,2,2500.0,1
45,2,0,3,1.5,2.0,2.0,3,8539.0,0.0,2,2500.0,1
33,1,0,4,1.0,1.0,2.0,3,15984.0,6074.0,3,1500.0,1
45,2,0,3,1.5,2.0,2.0,3,8539.0,0.0,2,2500.0,1
45,2,0,2,1.5,1.0,2.0,3,8539.0,0.0,1,0.0,1
45,2,0,1,1.5,1.0,2.0,3,8539.0,0.0,1,0.0,1
51,19,2,4,1.0,2.0,4.0,3,14998.0,5000.0,1,0.0,3
33,1,0,4,1.0,1.0,2.0,3,15984.0,6074.0,3,1500.0,1
33,1,0,5,1.0,1.0,3.0,3,15984.0,6074.0,3,1500.0,1
33,1,0,5,1.0,1.0,3.0,3,15984.0,6074.0,3,1500.0,1
47,1,0,3,1.0,1.0,2.0,3,9962.0,5000.0,4,0.0,3
47,1,0,2,1.0,1.0,2.0,3,9853.0,4000.0,2,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,3,1.0,1.0,2.0,3,4379.0,6000.0,1,0.0,2
41,1,0,3,1.0,1.0,2.0,3,4379.0,6000.0,1,0.0,2
41,1,0,6,2.0,2.0,4.0,3,23976.0,11000.0,1,0.0,2
41,1,0,3,1.0,1.0,2.0,3,4379.0,6000.0,1,0.0,2
41,1,0,6,1.0,1.0,5.0,3,7116.0,6999.0,1,0.0,2
40,14,0,8,1.0,3.0,8.0,3,13466.0,5000.0,3,4500.0,1
51,14,0,5,1.0,2.0,3.0,3,15984.0,7000.0,3,1500.0,1
45,7,0,3,1.5,0.0,3.0,3,24961.0,6000.0,3,0.0,2
42,1,0,5,1.0,1.0,2.0,3,20034.0,9000.0,4,3000.0,2
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
8,1,0,6,1.0,2.0,4.0,3,5912.0,13137.0,4,1095.0,3
41,1,0,2,1.0,0.0,2.0,3,6240.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
42,1,0,5,1.0,1.0,2.0,3,20034.0,9000.0,4,3000.0,2
18,14,2,2,1.0,1.0,1.0,3,3503.0,2500.0,1,3500.0,2
51,19,2,3,1.0,1.0,3.0,3,13028.0,5000.0,1,0.0,3
42,1,0,2,1.0,1.0,1.0,3,4926.0,2650.0,1,1650.0,1
41,1,0,3,1.0,0.0,2.0,3,5583.0,6000.0,2,800.0,3
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3
49,19,2,4,1.0,1.0,4.0,3,18830.0,0.0,1,0.0,1
49,19,2,5,1.0,1.0,5.0,3,19487.0,0.0,1,0.0,1
49,19,2,4,1.0,1.0,4.0,3,16422.0,0.0,1,0.0,1
49,19,2,6,1.0,2.0,6.0,3,23976.0,0.0,1,0.0,1
49,19,2,3,1.0,1.0,3.0,3,13247.0,0.0,1,0.0,1
49,19,2,6,1.0,1.0,3.0,3,21567.0,0.0,1,0.0,1
49,19,2,8,1.0,1.0,4.0,3,30435.0,0.0,1,0.0,1
41,1,0,3,1.0,0.0,2.0,3,5474.0,6000.0,2,800.0,3
51,1,0,7,2.0,2.0,4.0,3,32843.0,10400.0,1,0.0,2
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3
41,1,0,3,1.0,0.0,2.0,3,5474.0,6000.0,2,800.0,3
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5474.0,6000.0,1,0.0,3
43,1,0,2,1.0,1.0,2.0,3,7663.0,6600.0,2,0.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
42,14,2,2,1.0,1.0,4.0,3,6021.0,7000.0,1,0.0,3
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,3,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,4.0,3,22005.0,0.0,1,0.0,1
47,19,2,1,1.0,1.0,3.0,3,16531.0,0.0,1,0.0,1
47,19,2,5,1.0,1.0,5.0,3,27479.0,0.0,1,0.0,1
47,19,2,5,1.0,1.0,5.0,3,27479.0,0.0,1,0.0,1
47,19,2,5,1.0,1.0,5.0,3,27479.0,0.0,1,0.0,1
47,19,2,5,1.0,1.0,5.0,3,27479.0,0.0,1,0.0,1
47,19,2,4,1.0,1.0,4.0,3,22005.0,0.0,1,0.0,1
47,19,2,5,1.0,1.0,5.0,3,27479.0,0.0,1,0.0,1
44,1,0,4,1.0,1.0,3.0,3,7007.0,0.0,1,1700.0,1
49,1,0,4,1.0,2.0,2.0,3,12042.0,6000.0,3,3000.0,1
33,1,0,2,1.0,1.0,1.0,3,13028.0,4000.0,1,0.0,1
41,1,0,4,1.0,1.0,4.0,3,3065.0,3980.0,2,1580.0,2
29,1,0,6,1.5,2.0,4.0,3,20582.0,7663.0,4,2080.0,2
51,1,0,7,1.0,1.0,5.0,3,4051.0,3500.0,1,2000.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
47,1,0,4,1.0,1.0,2.0,3,14779.0,6000.0,2,3000.0,1
23,1,0,3,1.0,1.0,2.0,3,7007.0,4000.0,2,3000.0,2
18,14,2,1,1.0,1.0,1.0,3,5255.0,2190.0,1,0.0,1
46,1,0,4,1.0,1.0,2.0,3,8977.0,6000.0,2,2000.0,1
20,14,0,6,1.0,2.0,6.0,3,13028.0,9500.0,4,2000.0,2
5,3,2,4,2.0,2.0,2.0,3,12809.0,6000.0,2,3000.0,1
45,1,0,8,1.0,2.0,6.0,3,23866.0,7000.0,4,3000.0,2
5,0,1,7,1.0,2.0,0.0,3,12809.0,6000.0,2,3000.0,1
47,1,0,4,1.0,1.0,2.0,3,14779.0,6000.0,2,3000.0,1
49,1,0,4,1.5,2.0,3.0,3,9525.0,8300.0,4,1500.0,3
5,1,0,7,1.5,2.0,0.0,3,12809.0,6000.0,2,3000.0,1
45,1,0,8,2.0,1.0,4.0,3,24961.0,10000.0,4,5000.0,2
18,14,2,2,0.5,1.0,2.0,3,5474.0,2000.0,2,2000.0,2
43,1,0,5,1.0,1.0,3.0,3,29997.0,10000.0,3,4000.0,3
43,1,0,3,1.0,1.0,0.0,3,14451.0,6000.0,3,1500.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
3,14,2,3,1.0,2.0,2.0,3,8868.0,5000.0,2,4000.0,2
49,2,2,5,1.0,1.0,5.0,3,14998.0,0.0,1,0.0,1
49,2,2,4,1.0,1.0,4.0,3,14998.0,0.0,1,0.0,1
49,2,2,4,1.0,1.0,4.0,3,14998.0,0.0,1,0.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
51,1,0,6,2.0,2.0,4.0,3,32843.0,9853.0,1,0.0,2
49,1,0,7,1.0,2.0,4.0,3,9962.0,7000.0,3,1500.0,1
25,1,0,10,1.0,2.0,2.0,3,9415.0,5385.0,4,2100.0,1
49,1,0,7,1.0,2.0,3.0,3,20034.0,7500.0,6,1500.0,1
20,1,0,2,1.0,0.0,1.0,3,7992.0,7150.0,2,1500.0,1
20,1,0,2,1.0,0.0,1.0,3,7992.0,7150.0,2,1500.0,1
20,1,0,2,1.0,0.0,1.0,3,7992.0,7150.0,2,1500.0,1
42,1,0,8,1.5,3.0,3.0,3,20801.0,7116.0,3,1642.0,1
19,14,2,2,2.0,1.0,2.0,3,1533.0,3000.0,2,0.0,1
47,1,2,3,1.0,1.0,2.0,3,4051.0,5800.0,2,3000.0,1
45,1,0,6,2.0,3.0,3.0,3,24961.0,10000.0,4,5000.0,1
19,14,2,2,2.0,1.0,2.0,3,1533.0,3000.0,2,0.0,1
19,14,2,2,2.0,1.0,1.0,3,1752.0,3000.0,2,0.0,1
19,14,2,2,2.0,1.0,2.0,3,1533.0,3000.0,2,0.0,1
49,19,2,2,1.0,1.0,1.0,3,7554.0,0.0,1,0.0,1
49,19,2,2,1.0,1.0,1.0,3,7554.0,0.0,1,0.0,1
19,14,2,2,2.0,1.0,2.0,3,1533.0,3000.0,1,0.0,1
19,14,2,1,2.0,1.0,1.0,3,1752.0,3000.0,1,0.0,1
19,14,2,2,2.0,1.0,1.0,3,1752.0,3000.0,2,0.0,1
19,14,2,2,2.0,1.0,1.0,3,1752.0,3000.0,2,0.0,1
19,14,2,2,2.0,1.0,1.0,3,1752.0,3000.0,2,0.0,1
43,16,0,4,1.0,1.0,1.0,3,24961.0,10000.0,3,4000.0,2
49,19,2,4,1.0,1.0,2.0,3,10948.0,0.0,1,0.0,1
41,1,0,2,1.0,0.0,2.0,3,6131.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,5583.0,6000.0,1,0.0,3
42,1,0,5,1.0,2.0,3.0,3,9962.0,4800.0,2,1500.0,1
3,13,1,3,1.0,1.0,2.0,3,16531.0,0.0,3,2000.0,1
45,1,0,3,1.0,1.0,3.0,3,21567.0,5500.0,3,0.0,3
49,1,0,4,1.0,0.0,2.0,3,10948.0,6000.0,2,3000.0,1
43,1,0,3,1.0,1.0,2.0,3,11933.0,5000.0,2,1500.0,1
47,1,2,3,1.0,1.0,2.0,3,2956.0,5800.0,2,3000.0,1
47,1,2,4,1.0,1.0,2.0,3,2956.0,5800.0,2,3000.0,1
47,1,2,3,1.0,1.0,2.0,3,2956.0,5800.0,2,0.0,1
41,1,0,6,1.0,3.0,0.0,3,14013.0,8000.0,5,1500.0,2
33,1,0,4,1.0,2.0,0.0,3,5036.0,3500.0,1,2500.0,2
30,10,2,3,0.5,0.0,3.0,3,8539.0,600.0,2,2000.0,1
42,1,0,3,1.0,1.0,2.0,3,8977.0,7000.0,1,3000.0,1
46,1,0,2,1.5,1.0,2.0,3,5474.0,6000.0,1,0.0,1
46,1,0,4,1.0,1.0,2.0,3,9962.0,8100.0,2,2000.0,2
43,1,0,2,1.0,1.0,1.0,3,13685.0,6800.0,2,1500.0,1
27,14,2,7,1.0,2.0,5.0,3,10948.0,3000.0,4,1500.0,2
45,1,0,5,1.0,1.0,4.0,3,26275.0,7007.0,4,876.0,2
45,20,1,10,1.0,2.0,4.0,3,28026.0,9000.0,6,1500.0,2
6,14,2,5,1.0,2.0,2.0,3,12042.0,3000.0,4,3600.0,2
45,1,0,3,1.0,1.0,3.0,3,14013.0,4000.0,1,2500.0,1
47,0,1,6,1.0,2.0,6.0,3,21020.0,0.0,6,1000.0,1
47,1,2,3,1.0,1.0,2.0,3,0.0,5800.0,2,0.0,1
47,1,2,4,1.0,1.0,2.0,3,0.0,5800.0,2,3000.0,1
47,1,2,4,1.0,1.0,1.0,3,0.0,5800.0,3,3000.0,1
47,0,1,6,1.5,2.0,6.0,3,21020.0,0.0,6,1000.0,1
47,1,0,6,1.5,2.0,0.0,3,21020.0,0.0,6,1000.0,1
47,0,1,6,1.5,2.0,6.0,3,20034.0,0.0,1,1000.0,1
47,1,0,3,1.0,2.0,3.0,3,13028.0,6000.0,1,0.0,3
20,1,0,5,1.0,2.0,5.0,3,15874.0,8758.0,3,3832.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
28,14,0,4,1.0,1.0,2.0,3,12809.0,3800.0,1,2300.0,2
47,12,1,2,1.0,1.0,2.0,3,2956.0,600.0,1,2500.0,2
45,1,0,4,1.0,1.0,3.0,3,13247.0,0.0,2,2200.0,2
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
49,1,0,4,1.0,0.0,0.0,3,20034.0,6500.0,4,0.0,1
20,1,0,5,1.0,1.0,4.0,3,9962.0,5000.0,2,1500.0,1
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
45,1,0,3,1.0,1.0,1.0,3,12809.0,4500.0,2,1500.0,1
33,1,0,4,1.0,2.0,0.0,3,6459.0,4000.0,1,2700.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
49,14,0,4,1.0,1.0,2.0,3,20034.0,3850.0,4,0.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
49,14,0,4,1.0,1.0,2.0,3,20034.0,3850.0,4,0.0,1
42,14,2,3,1.0,1.0,2.0,3,4926.0,3000.0,1,3900.0,2
42,1,0,3,1.0,1.0,2.0,3,13466.0,3800.0,2,2000.0,1
45,1,0,9,1.0,3.0,7.0,3,28026.0,8000.0,5,1500.0,1
51,1,0,4,1.0,1.0,2.0,3,11495.0,6000.0,2,2000.0,1
38,14,2,3,1.0,1.0,3.0,3,7335.0,0.0,2,3600.0,1
5,0,1,7,1.5,2.0,0.0,3,12809.0,6000.0,2,3000.0,1
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
45,1,2,2,1.0,1.0,2.0,3,7554.0,2500.0,1,4000.0,2
49,14,0,4,1.0,1.0,4.0,3,20034.0,3850.0,4,0.0,1
49,14,0,4,1.0,1.0,1.0,3,20034.0,3850.0,4,0.0,1
49,12,2,3,1.0,1.0,2.0,3,15217.0,0.0,1,0.0,1
9,1,0,6,1.0,2.0,5.0,3,14998.0,0.0,2,3000.0,1
43,1,0,7,1.0,1.0,3.0,3,12152.0,6000.0,2,3000.0,2
49,12,2,6,0.5,1.0,3.0,3,20691.0,0.0,1,0.0,1
8,14,2,2,1.0,1.0,1.0,3,2518.0,2000.0,1,1500.0,1
45,1,0,2,1.0,1.0,1.0,3,10948.0,5000.0,2,0.0,2
41,1,0,2,1.0,0.0,2.0,3,5145.0,6000.0,1,0.0,3
33,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,2
43,1,0,2,1.0,1.0,2.0,3,14013.0,4000.0,2,0.0,1
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1
45,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,1,0.0,1
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1
43,1,0,6,1.0,2.0,3.0,3,24961.0,6500.0,4,2000.0,1
43,1,0,2,1.0,1.0,1.0,3,14013.0,4000.0,2,0.0,1
33,1,0,6,1.0,2.0,3.0,3,21020.0,6500.0,4,2500.0,1
30,14,2,4,1.0,2.0,2.0,3,3941.0,0.0,1,3000.0,1
34,14,0,6,1.0,3.0,6.0,3,35033.0,9000.0,6,0.0,1
45,1,0,2,1.0,1.0,2.0,3,11495.0,4500.0,2,0.0,1
43,1,0,7,1.0,1.0,3.0,3,12042.0,6000.0,2,3000.0,2
29,7,0,5,2.0,1.0,4.0,3,12699.0,1200.0,2,4950.0,2
43,1,0,10,1.0,2.0,7.0,3,9962.0,15000.0,5,2000.0,1
51,24,0,6,1.5,3.0,4.0,3,22005.0,10000.0,4,4500.0,1
7,19,2,2,1.0,1.0,1.0,3,10948.0,0.0,1,0.0,1
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,2,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
45,1,0,2,1.0,0.0,1.0,3,14451.0,10000.0,1,0.0,2
19,1,0,3,1.0,1.0,3.0,3,5802.0,3800.0,1,1500.0,1
51,14,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3
51,1,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3
3,1,0,7,1.0,3.0,3.0,3,20034.0,8000.0,4,5000.0,2
51,1,0,7,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3
51,1,0,8,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3
51,7,0,8,1.0,1.0,3.0,3,17954.0,10000.0,4,3000.0,3
41,1,0,2,1.0,0.0,2.0,3,6021.0,6000.0,1,0.0,3
4,20,0,4,1.5,1.0,1.0,3,6897.0,1000.0,4,2000.0,1
43,1,0,8,1.0,1.0,4.0,3,7007.0,7700.0,2,1000.0,2
43,1,0,6,1.0,1.0,4.0,3,13028.0,8000.0,2,3000.0,2
49,1,0,4,1.0,1.0,3.0,3,24961.0,3000.0,4,5000.0,1
46,1,0,2,1.0,1.0,1.0,3,8977.0,3500.0,1,1080.0,1
43,1,0,7,1.0,2.0,5.0,3,21895.0,7992.0,5,1095.0,2
51,1,0,4,1.0,0.0,1.0,3,8539.0,5000.0,2,2000.0,1
51,1,0,5,1.0,1.0,3.0,3,16531.0,7000.0,4,3500.0,3
