neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights
45,1,0,6,1.0,2.0,4.0,3,17954.0,6000.0,4,1500.0,2
49,1,0,4,1.0,0.0,2.0,3,7992.0,6600.0,2,1500.0,1
45,1,2,5,1.0,0.0,5.0,3,9853.0,7000.0,2,5000.0,1
43,1,0,6,1.0,3.0,2.0,3,14013.0,9000.0,4,1500.0,1
45,1,0,4,1.0,1.0,2.0,3,9962.0,6600.0,2,1500.0,1
45,1,0,5,1.0,2.0,4.0,3,13028.0,6000.0,2,1500.0,2
33,1,0,2,1.0,1.0,1.0,3,14969.0,4500.0,1,0.0,1
45,14,0,9,1.0,3.0,7.0,3,17954.0,11500.0,6,2000.0,1
33,1,0,2,1.0,1.0,0.0,3,14969.0,4500.0,1,0.0,1
33,1,0,2,1.0,1.0,0.0,3,14969.0,4500.0,1,0.0,1
45,1,0,4,1.0,1.0,0.0,3,12042.0,5000.0,3,2000.0,1
33,1,0,2,1.0,1.0,0.0,3,14969.0,4500.0,1,0.0,1
33,1,0,2,1.0,1.0,2.0,3,14969.0,4500.0,1,0.0,1
47,1,0,2,1.0,1.0,0.0,3,14969.0,4500.0,1,0.0,1
51,1,0,5,1.0,2.0,4.0,3,12042.0,8000.0,4,2500.0,2
46,1,0,6,1.0,1.0,4.0,3,13466.0,6000.0,2,2800.0,1
45,1,0,4,1.0,1.0,2.0,3,12042.0,5000.0,3,2000.0,1
45,1,0,4,1.0,1.0,2.0,3,12042.0,5000.0,3,2000.0,1
51,1,0,5,1.0,1.0,4.0,3,12042.0,7000.0,2,2000.0,3
45,1,0,4,1.0,1.0,2.0,3,12042.0,5000.0,3,2000.0,1
45,14,0,4,1.0,1.0,2.0,3,12042.0,4000.0,1,0.0,2
42,20,1,6,1.5,2.0,2.0,3,24038.0,7000.0,2,2000.0,2
33,1,0,3,1.0,1.0,1.0,3,12042.0,5000.0,2,2000.0,3
43,1,0,5,1.0,1.0,2.0,3,24961.0,4500.0,1,0.0,2
3,3,1,2,1.0,1.0,2.0,3,10052.0,2000.0,2,5000.0,1
51,1,0,8,1.0,1.0,6.0,3,21895.0,10000.0,4,2000.0,2
3,3,1,2,1.0,1.0,2.0,3,10052.0,2000.0,2,5000.0,1
20,1,0,3,1.0,1.0,3.0,3,8430.0,10000.0,1,0.0,3
19,7,0,3,1.0,1.0,0.0,3,6897.0,6000.0,2,1500.0,1
19,7,0,2,1.0,1.0,1.0,3,6897.0,6000.0,1,0.0,1
19,7,0,2,1.0,1.0,1.0,3,6897.0,6000.0,1,0.0,1
51,1,0,2,1.0,0.0,2.0,3,10948.0,3500.0,1,0.0,2
51,1,0,2,1.0,0.0,2.0,3,10948.0,3500.0,1,0.0,2
8,1,2,2,1.5,1.0,1.0,3,5036.0,5000.0,2,1800.0,1
18,1,2,2,1.5,1.0,2.0,3,5474.0,3000.0,2,2000.0,1
33,7,0,4,1.0,2.0,3.0,3,9634.0,5400.0,3,1500.0,1
45,1,0,4,1.0,1.0,2.0,3,9525.0,4500.0,3,1500.0,2
18,1,2,2,1.5,1.0,1.0,3,5474.0,3000.0,2,2000.0,1
51,1,0,4,1.0,1.0,2.0,3,7992.0,5000.0,2,2000.0,1
19,1,0,10,1.0,2.0,4.0,3,9525.0,8000.0,3,1500.0,1
18,1,2,2,1.5,1.0,1.0,3,5474.0,3000.0,2,2000.0,1
45,1,0,5,1.5,1.0,4.0,3,16750.0,10000.0,3,5000.0,2
49,1,0,6,2.0,3.0,5.0,3,12042.0,10000.0,2,2600.0,2
51,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
51,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
51,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
51,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
51,1,2,2,2.0,1.0,2.0,3,6459.0,3980.0,1,2000.0,1
51,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
18,1,2,1,2.0,1.0,1.0,3,6021.0,2980.0,1,0.0,1
18,1,2,2,2.0,1.0,2.0,3,5474.0,3000.0,2,2000.0,1
18,1,2,2,1.0,1.0,2.0,3,5474.0,3000.0,2,2000.0,1
18,1,2,2,1.0,1.0,1.0,3,5474.0,3000.0,2,2000.0,1
45,1,0,2,1.5,1.0,2.0,3,12042.0,6000.0,2,3000.0,1
45,1,0,2,1.5,1.0,1.0,3,12042.0,5500.0,2,3000.0,1
47,1,2,2,2.0,1.0,1.0,3,3941.0,1000.0,1,800.0,3
45,1,0,2,1.5,1.0,1.0,3,12042.0,6000.0,2,3000.0,1
45,1,0,4,1.0,1.0,2.0,3,13466.0,4500.0,2,2000.0,1
43,1,0,5,1.0,2.0,4.0,3,9962.0,8000.0,4,2500.0,2
45,1,0,8,1.5,2.0,5.0,3,17954.0,6500.0,5,1500.0,1
45,1,0,4,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,1
33,14,0,4,1.0,2.0,3.0,3,18028.0,8000.0,1,0.0,1
25,0,0,4,1.5,1.0,4.0,3,8977.0,6000.0,2,2500.0,2
45,7,0,3,1.0,0.0,2.0,3,9962.0,3000.0,3,0.0,1
45,1,0,3,1.0,1.0,2.0,3,13028.0,7260.0,2,2000.0,1
45,14,0,8,2.0,2.0,4.0,3,14998.0,11220.0,5,2000.0,1
47,7,0,2,1.0,0.0,1.0,3,11714.0,4000.0,1,0.0,3
25,0,0,4,1.5,1.0,4.0,3,8977.0,6000.0,2,2500.0,2
47,7,0,2,1.0,0.0,2.0,3,11714.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,2.0,3,11714.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,2.0,3,11167.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,2.0,3,11714.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,1.0,3,11167.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,1.0,3,11167.0,4000.0,1,0.0,3
25,0,0,3,1.0,1.0,0.0,3,8977.0,6000.0,2,2500.0,2
47,7,0,2,1.0,0.0,2.0,3,10510.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,2.0,3,10510.0,4000.0,1,0.0,3
47,7,0,2,1.0,0.0,2.0,3,10510.0,4000.0,1,0.0,3
47,7,0,4,2.0,0.0,2.0,3,16312.0,5000.0,1,0.0,3
25,20,0,2,1.5,1.0,2.0,3,8977.0,6000.0,2,2500.0,2
25,0,0,4,1.5,1.0,1.0,3,8977.0,6000.0,2,2500.0,2
49,13,2,1,1.0,1.0,1.0,3,13685.0,0.0,1,0.0,1
49,13,2,2,1.0,1.0,2.0,3,27260.0,0.0,1,0.0,1
49,13,2,2,1.0,1.0,1.0,3,27260.0,0.0,1,0.0,1
49,13,2,1,1.0,1.0,1.0,3,17297.0,0.0,1,0.0,1
49,13,2,1,1.0,1.0,1.0,3,12042.0,0.0,1,0.0,1
49,13,2,2,1.0,1.0,2.0,3,23976.0,0.0,1,0.0,1
49,13,2,2,1.0,1.0,1.0,3,23976.0,0.0,1,0.0,1
49,13,2,1,1.0,1.0,1.0,3,14013.0,0.0,1,0.0,1
18,7,0,5,1.0,2.0,1.0,3,7992.0,2000.0,3,3000.0,2
43,1,0,3,1.0,1.0,2.0,3,8977.0,7000.0,2,2000.0,2
49,14,0,5,1.0,2.0,0.0,3,29997.0,1500.0,1,0.0,1
49,1,0,4,1.0,2.0,2.0,3,21567.0,4320.0,2,4320.0,1
43,1,0,3,1.0,1.0,0.0,3,12042.0,7000.0,2,2000.0,2
51,7,0,2,1.0,1.0,2.0,3,5036.0,3000.0,1,1300.0,2
49,14,0,6,1.0,2.0,0.0,3,35033.0,1500.0,1,0.0,1
25,14,0,10,1.0,3.0,6.0,3,27479.0,6500.0,1,0.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
33,1,0,2,1.0,1.0,2.0,3,5036.0,3000.0,1,1000.0,2
29,14,2,1,2.0,1.0,1.0,3,4926.0,2800.0,1,0.0,2
43,14,0,10,1.5,3.0,2.0,3,24961.0,12100.0,1,0.0,1
29,14,2,1,2.0,1.0,1.0,3,4926.0,2800.0,1,0.0,2
29,14,2,1,2.0,1.0,1.0,3,4926.0,2800.0,1,0.0,2
49,1,0,2,1.0,0.0,1.0,3,7007.0,4500.0,1,1000.0,1
29,14,2,2,2.0,1.0,2.0,3,7225.0,3500.0,1,0.0,2
49,1,0,2,1.0,0.0,1.0,3,7007.0,4500.0,1,1000.0,1
18,1,0,3,1.0,1.0,1.0,3,7007.0,4000.0,2,1000.0,1
49,1,0,6,1.0,2.0,4.0,3,14998.0,3000.0,4,2000.0,2
25,14,2,4,1.0,1.0,3.0,3,20034.0,7000.0,2,1500.0,1
51,1,2,3,1.0,1.0,2.0,3,9962.0,4980.0,1,2000.0,1
51,1,2,3,1.0,1.0,2.0,3,9962.0,4980.0,1,2000.0,1
51,1,2,3,1.0,1.0,2.0,3,9962.0,4980.0,1,2000.0,1
51,1,2,3,1.0,1.0,2.0,3,9962.0,4980.0,1,2000.0,1
49,14,0,7,1.0,3.0,6.0,3,25946.0,14000.0,3,4000.0,3
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
51,1,2,3,1.0,1.0,1.0,3,8960.0,4980.0,1,2000.0,1
51,1,2,3,1.0,1.0,1.0,3,8977.0,4980.0,1,2000.0,1
51,1,2,3,1.0,1.0,1.0,3,9962.0,4980.0,1,2000.0,1
51,1,2,2,1.0,1.0,2.0,3,9525.0,4980.0,1,2000.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
41,14,0,4,1.0,2.0,3.0,3,12042.0,8580.0,2,1500.0,2
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
51,1,0,6,1.0,2.0,3.0,3,15984.0,7000.0,1,0.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
45,1,2,2,1.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
45,1,0,6,1.0,1.0,3.0,3,20034.0,8800.0,4,2000.0,1
19,14,0,9,1.5,1.0,5.0,3,29997.0,9100.0,4,3000.0,1
49,1,0,3,1.0,1.0,1.0,3,7992.0,3000.0,2,2000.0,1
43,1,0,4,1.0,1.0,4.0,3,20034.0,8500.0,2,3000.0,1
45,14,2,5,2.0,2.0,3.0,3,20034.0,5000.0,2,2000.0,1
45,1,0,4,1.5,1.0,2.0,3,13466.0,4500.0,3,2000.0,1
20,7,2,1,1.0,1.0,1.0,3,3394.0,567.0,1,1200.0,1
20,7,2,2,1.0,1.0,1.0,3,3394.0,553.0,1,1300.0,1
5,1,2,2,1.0,1.0,1.0,3,4917.0,2100.0,1,0.0,1
45,1,0,8,1.0,2.0,5.0,3,14013.0,7773.0,4,1752.0,2
5,1,2,4,1.5,1.0,3.0,3,7648.0,3500.0,2,1990.0,1
5,1,2,4,1.5,1.0,3.0,3,7758.0,2800.0,2,1800.0,1
45,1,0,3,1.0,1.0,2.0,3,14998.0,4000.0,2,2500.0,2
51,1,0,8,1.0,3.0,4.0,3,13904.0,8500.0,5,1000.0,2
45,1,0,2,1.0,1.0,2.0,3,8977.0,7000.0,1,0.0,1
47,1,0,9,1.0,2.0,5.0,3,14998.0,7000.0,1,0.0,2
19,7,0,3,1.0,1.0,0.0,3,6897.0,6000.0,2,1000.0,1
51,1,0,6,1.0,1.0,3.0,3,9962.0,6000.0,4,2000.0,1
41,14,0,8,1.0,2.0,4.0,3,9962.0,8310.0,4,2500.0,2
19,14,0,8,1.0,2.0,4.0,3,12042.0,7970.0,4,2500.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
51,1,0,6,1.0,1.0,3.0,3,9962.0,6000.0,4,2000.0,1
51,1,0,4,1.0,1.0,1.0,3,29997.0,6105.0,2,1500.0,1
43,1,0,3,1.0,0.0,3.0,3,11495.0,5000.0,1,0.0,2
49,1,0,2,1.5,1.0,1.0,3,24961.0,5000.0,2,2000.0,1
43,1,0,12,1.0,1.0,6.0,3,29997.0,12000.0,4,2000.0,1
45,1,0,2,1.0,1.0,2.0,3,7992.0,3350.0,2,2000.0,1
45,1,0,3,1.0,0.0,2.0,3,20034.0,3000.0,1,0.0,1
45,1,0,4,1.0,1.0,2.0,3,8977.0,3350.0,2,2000.0,1
49,14,0,3,1.0,1.0,3.0,3,12042.0,3000.0,2,3000.0,1
45,1,0,5,1.0,0.0,3.0,3,16969.0,6500.0,4,2000.0,1
42,1,0,2,1.0,1.0,2.0,3,8539.0,7000.0,1,0.0,1
42,1,0,2,1.0,1.0,2.0,3,7554.0,7000.0,1,0.0,1
43,1,0,4,1.0,1.0,4.0,3,20034.0,8500.0,2,3000.0,1
43,1,0,3,1.0,1.0,2.0,3,17954.0,7500.0,2,3000.0,1
43,1,0,3,1.0,1.0,2.0,3,17954.0,7500.0,2,3000.0,1
47,15,2,1,1.0,1.0,0.0,3,4051.0,2000.0,1,0.0,1
47,1,0,6,1.5,2.0,3.0,3,9962.0,5000.0,2,3000.0,1
49,1,0,8,1.5,2.0,4.0,3,12042.0,5000.0,2,3000.0,1
47,1,0,12,1.5,1.0,6.0,3,20034.0,9000.0,6,4000.0,1
33,1,0,4,1.0,2.0,2.0,3,14013.0,5000.0,2,3000.0,2
33,1,0,4,1.0,2.0,2.0,3,14013.0,5000.0,2,3000.0,2
33,1,0,4,1.0,2.0,2.0,3,14013.0,5000.0,2,3000.0,2
33,1,0,4,1.0,2.0,2.0,3,14013.0,5000.0,2,3000.0,2
20,1,0,3,1.0,1.0,3.0,3,8430.0,8000.0,1,0.0,3
20,1,0,6,1.0,2.0,6.0,3,14013.0,10000.0,5,3000.0,3
42,1,0,8,1.0,3.0,5.0,3,13247.0,10000.0,4,2000.0,1
20,1,0,3,1.0,1.0,3.0,3,8430.0,10000.0,1,0.0,3
20,7,2,2,1.0,1.0,1.0,3,3613.0,556.0,1,1200.0,1
51,14,0,9,2.0,3.0,4.0,3,28026.0,13699.0,6,3113.0,1
45,1,0,4,1.0,1.0,2.0,3,10948.0,5000.0,3,1500.0,1
18,14,0,6,1.0,3.0,4.0,3,9962.0,9000.0,6,1500.0,1
47,1,0,4,1.0,1.0,2.0,3,9525.0,5000.0,2,1000.0,2
42,1,0,8,1.5,2.0,4.0,3,24961.0,11000.0,6,1000.0,2
51,14,0,11,1.5,3.0,5.0,3,29778.0,10800.0,6,2000.0,1
45,1,0,6,1.0,2.0,4.0,3,14998.0,6500.0,4,1500.0,2
5,1,2,3,1.0,1.0,1.0,3,6665.0,2300.0,2,1900.0,1
5,1,2,2,1.0,1.0,2.0,3,5682.0,2500.0,1,0.0,1
45,1,0,6,1.5,2.0,4.0,3,15984.0,6500.0,4,0.0,1
45,1,0,5,1.0,1.0,2.0,3,9962.0,5000.0,3,1500.0,1
45,1,0,3,1.0,1.0,3.0,3,10948.0,4500.0,2,1500.0,1
45,1,0,3,1.0,1.0,3.0,3,9962.0,4500.0,2,1500.0,1
45,1,0,6,1.5,1.0,3.0,3,14998.0,5500.0,3,1500.0,2
45,1,0,4,1.5,1.0,2.0,3,12042.0,5000.0,2,1500.0,2
41,1,0,4,1.0,1.0,4.0,3,7992.0,5000.0,2,1500.0,2
45,1,0,4,1.0,1.0,2.0,3,8539.0,3350.0,2,2000.0,1
51,14,0,7,1.5,3.0,4.0,3,26822.0,15000.0,4,3000.0,1
8,1,0,7,1.0,2.0,2.0,3,7007.0,6000.0,2,2000.0,2
43,1,0,6,1.0,1.0,3.0,3,6569.0,8758.0,1,3284.0,2
49,1,0,6,1.0,2.0,4.0,3,9962.0,3000.0,4,2000.0,2
51,1,0,7,1.0,2.0,2.0,3,9962.0,5000.0,4,1500.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
47,1,0,7,1.0,2.0,5.0,3,14998.0,1000.0,4,2500.0,2
33,14,0,12,1.5,3.0,8.0,3,29997.0,15000.0,1,0.0,1
33,14,0,12,1.5,3.0,8.0,3,29997.0,15000.0,1,0.0,1
49,1,0,4,1.0,0.0,4.0,3,9962.0,3000.0,1,0.0,2
29,1,0,5,1.0,1.0,3.0,3,5474.0,8211.0,1,3284.0,1
45,0,0,4,1.0,1.0,2.0,3,12042.0,5000.0,2,1500.0,1
45,1,0,3,1.5,1.0,1.0,3,9962.0,5000.0,2,1500.0,1
47,3,2,8,1.0,2.0,4.0,3,20034.0,10000.0,4,3000.0,1
45,0,0,3,1.0,1.0,1.0,3,9962.0,5000.0,2,1500.0,1
45,0,0,2,1.0,1.0,1.0,3,9962.0,5000.0,2,0.0,1
45,0,0,2,1.0,1.0,1.0,3,9853.0,5000.0,1,0.0,1
45,1,0,3,1.0,1.0,2.0,3,12042.0,3000.0,2,3000.0,1
5,14,2,2,1.5,1.0,0.0,3,6556.0,2300.0,1,0.0,1
49,14,0,5,1.0,1.0,2.0,3,9743.0,8000.0,1,0.0,2
18,1,0,3,1.0,1.0,2.0,3,7007.0,5500.0,2,2500.0,1
47,1,2,3,1.0,1.0,2.0,3,2956.0,5800.0,2,3000.0,1
51,1,0,4,1.0,2.0,4.0,3,13028.0,5000.0,3,2000.0,2
51,1,0,6,1.0,2.0,4.0,3,21020.0,6000.0,4,3000.0,1
33,1,0,7,1.0,2.0,1.0,3,14998.0,5000.0,2,2000.0,1
33,1,0,6,1.0,2.0,6.0,3,14998.0,5000.0,2,2000.0,1
45,1,0,4,1.5,1.0,2.0,3,9962.0,4500.0,2,1500.0,1
33,1,0,7,1.0,2.0,6.0,3,14998.0,5000.0,2,2000.0,1
45,1,0,6,1.5,2.0,3.0,3,14998.0,6500.0,4,1500.0,1
45,1,0,3,1.0,1.0,2.0,3,9962.0,4500.0,2,1500.0,2
33,1,0,3,1.0,1.0,3.0,3,9962.0,3000.0,2,2000.0,1
49,1,0,4,1.5,1.0,1.0,3,8868.0,5000.0,3,2000.0,1
45,1,0,2,1.0,1.0,1.0,3,6021.0,6500.0,1,0.0,3
51,14,0,9,1.0,2.0,2.0,3,17954.0,13000.0,1,3000.0,1
20,1,0,4,1.0,1.0,2.0,3,10948.0,6000.0,3,3000.0,1
45,1,0,6,1.0,1.0,2.0,3,9525.0,3350.0,2,2000.0,1
45,1,0,4,1.0,1.0,2.0,3,8758.0,3350.0,2,2000.0,1
51,1,2,4,1.0,1.0,2.0,3,9962.0,6000.0,3,1500.0,1
51,1,0,4,1.0,0.0,2.0,3,9962.0,5000.0,3,1500.0,1
20,1,0,4,1.0,1.0,2.0,3,10948.0,6000.0,3,1500.0,1
51,1,2,4,1.0,1.0,2.0,3,9962.0,6000.0,3,1500.0,1
51,7,0,2,1.0,1.0,0.0,3,7992.0,8000.0,1,0.0,1
20,1,0,4,1.0,1.0,2.0,3,9962.0,5000.0,3,1500.0,1
45,1,0,2,1.0,1.0,1.0,3,7554.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7882.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7882.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7554.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7663.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7992.0,3000.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,7882.0,3000.0,1,0.0,1
8,1,0,4,1.0,0.0,2.0,3,6788.0,5000.0,2,1500.0,2
45,7,0,4,1.0,1.0,4.0,3,11495.0,5400.0,1,0.0,1
47,1,0,2,1.0,1.0,1.0,3,8539.0,5000.0,2,1000.0,2
41,1,0,8,2.0,2.0,0.0,3,14998.0,6000.0,5,2000.0,1
28,1,0,2,1.0,1.0,1.0,3,12042.0,5500.0,1,0.0,1
43,1,0,4,1.0,1.0,2.0,3,15327.0,8758.0,1,0.0,3
7,13,2,1,1.0,1.0,1.0,3,4051.0,0.0,1,0.0,1
51,14,0,11,1.5,3.0,5.0,3,28026.0,10800.0,6,2000.0,1
7,13,2,1,1.0,1.0,1.0,3,5036.0,0.0,1,0.0,1
7,13,2,1,1.0,1.0,1.0,3,4051.0,0.0,1,0.0,1
5,13,2,1,1.0,1.0,1.0,3,20034.0,0.0,1,0.0,1
5,13,2,1,1.0,1.0,1.0,3,20034.0,0.0,1,0.0,1
5,13,2,2,1.0,1.0,2.0,3,20034.0,0.0,1,0.0,1
7,13,2,1,1.0,1.0,1.0,3,5036.0,0.0,1,0.0,1
42,1,0,7,1.0,2.0,5.0,3,20034.0,11000.0,6,2000.0,2
29,1,0,7,1.0,1.0,4.0,3,31967.0,11000.0,4,4000.0,1
45,1,0,8,1.5,2.0,6.0,3,23757.0,15000.0,4,5000.0,2
49,14,0,4,1.0,2.0,0.0,3,14998.0,5000.0,1,0.0,1
51,1,0,3,1.0,1.0,3.0,3,7992.0,5000.0,2,1000.0,1
51,1,0,3,1.0,1.0,3.0,3,7992.0,5000.0,2,1000.0,1
3,1,0,3,1.5,1.0,1.0,3,4926.0,6600.0,2,3000.0,1
49,3,2,2,1.0,1.0,2.0,3,9962.0,1500.0,1,0.0,1
3,1,0,3,1.5,1.0,1.0,3,4926.0,6600.0,2,3000.0,1
45,1,0,5,2.0,2.0,2.0,3,20034.0,8000.0,1,0.0,2
45,1,0,6,2.0,2.0,0.0,3,20034.0,8000.0,4,1500.0,2
3,1,0,3,1.5,1.0,1.0,3,4926.0,6600.0,2,3000.0,1
47,14,0,6,1.0,1.0,2.0,3,20034.0,9900.0,1,0.0,1
34,1,2,5,1.0,2.0,5.0,3,8977.0,8000.0,4,3000.0,2
46,1,0,5,1.5,2.0,3.0,3,9962.0,5000.0,3,1500.0,2
8,1,0,3,1.0,0.0,1.0,3,6021.0,4500.0,2,1500.0,2
7,1,0,4,1.0,1.0,2.0,3,37989.0,10000.0,2,3000.0,2
45,1,0,6,1.5,1.0,4.0,3,20034.0,9500.0,1,0.0,1
33,7,0,6,1.0,1.0,3.0,3,19815.0,9800.0,4,2500.0,2
18,1,0,3,1.5,1.0,1.0,3,4270.0,5800.0,1,2500.0,1
18,1,0,4,1.5,2.0,0.0,3,4598.0,5800.0,1,2500.0,1
33,7,0,6,0.5,1.0,3.0,3,11276.0,9800.0,4,2500.0,2
51,1,0,5,1.5,2.0,3.0,3,8960.0,7800.0,2,2200.0,1
33,14,0,10,1.5,3.0,4.0,3,29997.0,9900.0,1,0.0,2
18,1,0,3,1.0,1.0,0.0,3,7007.0,5000.0,2,2500.0,1
34,14,2,3,1.0,1.0,2.0,3,4051.0,3000.0,1,1000.0,3
45,1,0,4,1.0,0.0,2.0,3,9962.0,4500.0,2,1500.0,1
51,1,0,5,1.5,1.0,2.0,3,9943.0,6000.0,2,2000.0,1
43,1,0,3,1.0,1.0,2.0,3,29997.0,8000.0,1,3000.0,1
51,14,0,6,1.0,2.0,5.0,3,14998.0,5000.0,2,2000.0,1
51,14,0,6,1.5,2.0,0.0,3,14998.0,5000.0,2,2000.0,1
42,7,0,9,2.0,3.0,8.0,3,29997.0,12000.0,4,3000.0,2
47,14,0,5,1.0,2.0,3.0,3,12042.0,8500.0,3,1500.0,2
45,1,0,6,1.0,1.0,3.0,3,7992.0,6500.0,3,2000.0,1
45,1,0,4,1.0,1.0,2.0,3,6569.0,7663.0,1,3284.0,2
7,1,0,6,1.0,2.0,3.0,3,17954.0,8000.0,2,2000.0,2
47,1,0,4,1.5,1.0,2.0,3,12042.0,7000.0,1,0.0,1
43,1,0,4,1.5,1.0,2.0,3,12042.0,4000.0,2,3000.0,1
49,1,0,8,1.0,3.0,6.0,3,19815.0,8000.0,6,1000.0,3
51,14,0,8,2.0,3.0,4.0,3,28464.0,10000.0,6,3500.0,2
45,14,2,3,1.0,1.0,0.0,3,5036.0,3000.0,2,2000.0,1
47,1,0,2,1.0,0.0,0.0,3,5912.0,5800.0,2,2000.0,1
41,1,0,4,1.0,1.0,3.0,3,7554.0,6300.0,2,2000.0,2
49,14,0,10,1.5,2.0,2.0,3,29778.0,10000.0,4,2500.0,1
47,1,0,7,1.5,2.0,6.0,3,20801.0,8000.0,1,0.0,1
43,1,2,5,1.0,1.0,3.0,3,13466.0,5500.0,1,0.0,2
43,1,2,4,2.0,1.0,2.0,3,8758.0,4500.0,1,0.0,2
43,1,2,4,2.0,1.0,2.0,3,10948.0,4500.0,1,0.0,2
51,1,0,2,1.0,1.0,1.0,3,12042.0,5000.0,1,0.0,2
47,1,0,2,1.0,1.0,1.0,3,9962.0,6500.0,2,0.0,1
51,14,0,7,1.0,2.0,3.0,3,14232.0,12042.0,3,2737.0,2
47,1,0,2,1.0,1.0,1.0,3,9962.0,6500.0,2,0.0,1
45,1,0,2,1.0,1.0,0.0,3,10948.0,5500.0,1,0.0,1
49,1,0,2,1.5,0.0,2.0,3,7007.0,4500.0,1,0.0,1
45,1,0,2,1.0,1.0,0.0,3,10948.0,5500.0,1,0.0,1
49,1,0,5,1.5,2.0,3.0,3,15984.0,8000.0,1,0.0,1
20,1,0,4,1.0,1.0,2.0,3,8977.0,7000.0,3,1500.0,1
20,1,0,4,1.0,1.0,2.0,3,8977.0,7000.0,3,1500.0,1
20,1,0,6,2.0,2.0,3.0,3,13028.0,8000.0,3,1500.0,1
42,1,0,5,1.5,1.0,3.0,3,14998.0,7000.0,6,0.0,1
47,1,0,6,1.5,1.0,1.0,3,20034.0,6500.0,4,4000.0,1
49,1,2,7,1.0,2.0,7.0,3,14998.0,7500.0,4,2000.0,2
51,1,0,4,1.0,0.0,2.0,3,10948.0,6000.0,3,1500.0,1
20,1,2,4,1.0,1.0,2.0,3,9962.0,6000.0,3,1500.0,1
20,1,0,4,1.0,1.0,2.0,3,9962.0,5000.0,3,1500.0,1
51,1,0,2,1.0,1.0,2.0,3,9962.0,6500.0,2,1500.0,1
19,1,2,2,2.0,1.0,1.0,3,3503.0,1000.0,1,1500.0,1
49,1,0,2,1.0,0.0,1.0,3,6021.0,6600.0,1,0.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
19,1,2,2,2.0,1.0,1.0,3,3503.0,1000.0,1,1500.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
45,1,2,2,2.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
49,1,0,3,1.0,0.0,2.0,3,6021.0,6600.0,2,1000.0,1
45,1,2,2,2.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,0.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,0.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,0.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,0.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,0.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
45,1,2,2,2.0,1.0,2.0,3,6021.0,2000.0,2,0.0,1
51,1,0,3,1.0,1.0,2.0,3,7992.0,2000.0,2,1000.0,2
43,1,0,4,1.0,1.0,2.0,3,15217.0,7800.0,1,0.0,2
49,13,2,2,1.0,1.0,1.0,3,20034.0,0.0,1,0.0,1
